bikeID,Num,HoursUsed
30657,2238,508.9477777777778
32036,2281,494.3311111111111
30692,2256,490.0625
32124,2249,483.86555555555555
32541,2210,482.1977777777778
33162,2191,476.6958333333333
30632,2137,475.94138888888887
31981,2152,473.9347222222222
32090,2261,471.7372222222222
33196,2105,468.50305555555553
